"Word"	"Duration"	"Speaker"	"File"	"POS"	"Ideal"	"Surface"	"ParseIdeal"	"ParseSurface"	"Prepausal"	"SylNIdeal"	"SylNSurface"	"StressGuess"	"TimeInto"	"IsYoung"	"IsMale"	"IntIsMale"
"i"	82	1	"02a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	35.2759	1	0	0
"mean"	167	1	"02a"	"VBP"	"min"	"min"	"min"	"min"	0	1	1	"1"	35.3577	1	0	0
"it's"	283	1	"02a"	"PRP_VBZ"	"Its"	"Its"	"Its"	"Its"	0	1	1	"1"	35.5234	1	0	0
"very"	334	1	"02a"	"RB"	"vEri"	"vEri"	"vE.ri"	"vE.ri"	0	2	2	"10"	35.8053	1	0	0
"old"	282	1	"02a"	"JJ"	"5ld"	"5ld"	"5ld"	"5ld"	1	1	1	"1"	36.1377	1	0	0
"mm-hmm"	375	1	"02a"	"NN"	"FF"	"mhVm"	"F.F"	"mhVm"	1	2	1	"?"	38.0452	1	0	0
"yes"	381	1	"02a"	"UH"	"jEs"	"jEs"	"jEs"	"jEs"	1	1	1	"1"	39.0939	1	0	0
"no"	215	1	"02a"	"DT"	"n5"	"n5"	"n5"	"n5"	1	1	1	"1"	40.8814	1	0	0
"in"	142	1	"02a"	"IN"	"In"	"In"	"In"	"In"	0	1	1	"0"	41.646	1	0	0
"germany"	461	1	"02a"	"NNP"	"_3mVni"	"_3mVni"	"_3.mV.ni"	"_3.mV.ni"	1	3	3	"100"	41.7866	1	0	0
"mm-hmm"	366	1	"02a"	"NN"	"FF"	"mhm"	"F.F"	"mhm"	1	2	1	"?"	43.1571	1	0	0
"during"	234	1	"02a"	"IN"	"durIN"	"d3IN"	"du.rIN"	"d3.IN"	0	2	2	"10"	48.6599	1	0	0
"the"	114	1	"02a"	"DT"	"Di"	"DE"	"Di"	"DE"	0	1	1	"0"	48.8912	1	0	0
"depression"	542	1	"02a"	"NN"	"dIprESVn"	"dIprESVn"	"dIp.rE.SVn"	"dIp.rE.SVn"	0	3	3	"010"	49.0045	1	0	0
"my"	152	1	"02a"	"PRP$"	"m2"	"m2"	"m2"	"m2"	0	1	1	"1"	49.5435	1	0	0
"grandfather"	664	1	"02a"	"NN"	"gr{ndfQD3"	"gr{nfQD3"	"gr{nd.fQ.D3"	"gr{n.fQ.D3"	1	3	3	"120"	49.6945	1	0	0
"um"	339	1	"02a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	0	1	1	"1"	51.3198	1	0	0
"moved"	309	1	"02a"	"VBD"	"muvd"	"muvd"	"muvd"	"muvd"	0	1	1	"1"	51.6578	1	0	0
"over"	228	1	"02a"	"IN"	"5v3"	"5v3"	"5.v3"	"5.v3"	0	2	2	"10"	51.9652	1	0	0
"here"	357	1	"02a"	"RB"	"hIr"	"hIr"	"hIr"	"hIr"	0	1	1	"1"	52.1912	1	0	0
"and"	192	1	"02a"	"CC"	"{nd"	"{n"	"{nd"	"{n"	0	1	1	"0"	52.5464	1	0	0
"then"	422	1	"02a"	"RB"	"DEn"	"DEn"	"DEn"	"DEn"	1	1	1	"1"	52.7366	1	0	0
"asked"	384	1	"02a"	"VBD"	"{skt"	"{skt"	"{skt"	"{skt"	0	1	1	"1"	53.3048	1	0	0
"her"	307	1	"02a"	"PRP"	"h3"	"h3"	"h3"	"h3"	1	1	1	"0"	53.6866	1	0	0
"to"	123	1	"02a"	"TO"	"tu"	"tV"	"tu"	"tV"	0	1	1	"1"	54.8717	1	0	0
"marry"	306	1	"02a"	"VB"	"m{ri"	"m{ri"	"m{.ri"	"m{.ri"	0	2	2	"10"	54.9935	1	0	0
"him"	101	1	"02a"	"PRP"	"hIm"	"Im"	"hIm"	"Im"	0	1	1	"1"	55.2966	1	0	0
"and"	131	1	"02a"	"CC"	"{nd"	"Hd"	"{nd"	"Hd"	0	1	1	"0"	55.3966	1	0	0
"she"	141	1	"02a"	"PRP"	"Si"	"SI"	"Si"	"SI"	0	1	1	"1"	55.527	1	0	0
"moved"	259	1	"02a"	"VBD"	"muvd"	"muvd"	"muvd"	"muvd"	0	1	1	"1"	55.6674	1	0	0
"over"	284	1	"02a"	"RB"	"5v3"	"5v3"	"5.v3"	"5.v3"	0	2	2	"10"	55.9248	1	0	0
"and"	255	1	"02a"	"CC"	"{nd"	"En"	"{nd"	"En"	1	1	1	"0"	56.2066	1	0	0
"they"	176	1	"02a"	"PRP"	"D1"	"D1"	"D1"	"D1"	0	1	1	"1"	57.5541	1	0	0
"settled"	373	1	"02a"	"VBD"	"sEtPd"	"sERPR"	"sE.tPd"	"sE.RPR"	0	2	2	"10"	57.7285	1	0	0
"in"	151	1	"02a"	"IN"	"In"	"Vn"	"In"	"Vn"	0	1	1	"0"	58.0985	1	0	0
"springfield"	596	1	"02a"	"NNP"	"sprINfild"	"sprINfVlR"	"sprIN.fild"	"sprIN.fVlR"	0	2	2	"12"	58.2485	1	0	0
"ohio"	442	1	"02a"	"NNP"	"5h25"	"5h25"	"5.h2.5"	"5.h2.5"	0	3	3	"010"	58.8385	1	0	0
"and"	273	1	"02a"	"CC"	"{nd"	"wEn"	"{nd"	"wEn"	1	1	1	"0"	59.2785	1	0	0
"then"	347	1	"02a"	"RB"	"DEn"	"DEn"	"DEn"	"DEn"	0	1	1	"1"	60.1612	1	0	0
"my"	154	1	"02a"	"PRP$"	"m2"	"m2"	"m2"	"m2"	0	1	1	"1"	60.5068	1	0	0
"mom"	423	1	"02a"	"NN"	"mQm"	"mQm"	"mQm"	"mQm"	1	1	1	"1"	60.6602	1	0	0
"met"	152	1	"02a"	"VBD"	"mEt"	"mEY"	"mEt"	"mEY"	0	1	1	"1"	61.259	1	0	0
"my"	204	1	"02a"	"PRP$"	"m2"	"m2"	"m2"	"m2"	0	1	1	"1"	61.4095	1	0	0
"father"	532	1	"02a"	"NN"	"fQD3"	"fQD3"	"fQ.D3"	"fQ.D3"	1	2	2	"10"	61.6125	1	0	0
"um"	356	1	"02a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	1	1	1	"1"	62.7868	1	0	0
"he"	111	1	"02a"	"PRP"	"hi"	"hi"	"hi"	"hi"	0	1	1	"1"	63.3258	1	0	0
"was"	151	1	"02a"	"VBD"	"wVz"	"wVs"	"wVz"	"wVs"	0	1	1	"1"	63.4361	1	0	0
"from"	134	1	"02a"	"IN"	"frVm"	"frVm"	"frVm"	"frVm"	0	1	1	"1"	63.5847	1	0	0
"pataskala"	598	1	"02a"	"NNP"	"pVt{skVlV"	"pVt{skVlV"	"pV.t{.skV.lV"	"pV.t{.skV.lV"	0	4	4	"????"	63.7161	1	0	0
"they"	137	1	"02a"	"PRP"	"D1"	"D1"	"D1"	"D1"	0	1	1	"1"	64.3098	1	0	0
"met"	152	1	"02a"	"VBD"	"mEt"	"mEY"	"mEt"	"mEY"	0	1	1	"1"	64.4451	1	0	0
"here"	233	1	"02a"	"RB"	"hIr"	"hIr"	"hIr"	"hIr"	0	1	1	"1"	64.5961	1	0	0
"at"	94	1	"02a"	"IN"	"{t"	"{"	"{t"	"{"	0	1	1	"1"	64.8276	1	0	0
"o"	151	1	"02a"	"NN"	"5"	"5"	"5"	"5"	0	1	1	"1"	64.9208	1	0	0
"s"	108	1	"02a"	"VBZ"	"Es"	"S"	"Es"	"S"	0	1	1	"1"	65.0713	1	0	0
"u"	83	1	"02a"	"JJ"	"ju"	"ju"	"ju"	"ju"	0	1	1	"1"	65.1787	1	0	0
"where"	68	1	"02a"	"WRB"	"wEr"	"wE"	"wEr"	"wE"	0	1	1	"1"	65.2608	1	0	0
"they're"	187	1	"02a"	"PRP_VBP"	"D13"	"D3"	"D1.3"	"D3"	0	2	1	"1"	65.3283	1	0	0
"going"	207	1	"02a"	"VBG"	"g5IN"	"g5I"	"g5.IN"	"g5.I"	0	2	2	"10"	65.5139	1	0	0
"to"	72	1	"02a"	"TO"	"tu"	"d"	"tu"	"d"	0	1	1	"1"	65.72	1	0	0
"college"	434	1	"02a"	"NN"	"kQlI_"	"kQlV_"	"kQ.lI_"	"kQ.lV_"	0	2	2	"10"	65.7919	1	0	0
"and"	306	1	"02a"	"CC"	"{nd"	"End"	"{nd"	"End"	1	1	1	"0"	66.2233	1	0	0
"they"	176	1	"02a"	"PRP"	"D1"	"D1"	"D1"	"D1"	0	1	1	"1"	66.9626	1	0	0
"settled"	325	1	"02a"	"VBD"	"sEtPd"	"sERPd"	"sE.tPd"	"sE.RPd"	0	2	2	"10"	67.1375	1	0	0
"here"	135	1	"02a"	"RB"	"hIr"	"hIr"	"hIr"	"hIr"	0	1	1	"1"	67.4613	1	0	0
"in"	86	1	"02a"	"IN"	"In"	"H"	"In"	"H"	0	1	1	"0"	67.5942	1	0	0
"columbus"	551	1	"02a"	"NNP"	"k5lVmbVs"	"klVmbVs"	"k5.lVm.bVs"	"klVm.bVs"	1	3	2	"??"	67.6799	1	0	0
"okay"	611	1	"02a"	"NN"	"5k1"	"n5k1"	"5.k1"	"n5.k1"	1	2	2	"21"	77.3757	1	0	0
"small"	394	1	"02a"	"JJ"	"smQl"	"smQl"	"smQl"	"smQl"	0	1	1	"1"	78.8887	1	0	0
"world"	426	1	"02a"	"NN"	"w3ld"	"w3ld"	"w3ld"	"w3ld"	1	1	1	"1"	79.2806	1	0	0
"must"	405	1	"02a"	"MD"	"mVst"	"mVst"	"mVst"	"mVst"	0	1	1	"1"	82.2242	1	0	0
"have"	439	1	"02a"	"VB"	"h{v"	"h{v"	"h{v"	"h{v"	1	1	1	"1"	82.6268	1	0	0
"yes"	610	1	"02a"	"UH"	"jEs"	"jEs"	"jEs"	"jEs"	1	1	1	"1"	91.7492	1	0	0
"so"	176	1	"02a"	"RB"	"s5"	"sV"	"s5"	"sV"	0	1	1	"1"	93.5497	1	0	0
"i"	117	1	"02a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	93.7245	1	0	0
"think"	530	1	"02a"	"NN"	"TINk"	"TINk"	"TINk"	"TINk"	1	1	1	"1"	93.8413	1	0	0
"that's"	308	1	"02a"	"DT_VBZ"	"D{ts"	"D{ts"	"D{ts"	"D{ts"	0	1	1	"1"	97.4867	1	0	0
"what"	115	1	"02a"	"WP"	"wVt"	"wVR"	"wVt"	"wVR"	0	1	1	"1"	97.7932	1	0	0
"i"	258	1	"02a"	"PRP"	"2"	"2"	"2"	"2"	1	1	1	"1"	97.9068	1	0	0
"recall"	410	1	"02a"	"NN"	"rIkQl"	"rikQl"	"rI.kQl"	"ri.kQl"	0	2	2	"12"	99.6094	1	0	0
"missing"	423	1	"02a"	"VBG"	"mIsIN"	"mIsIN"	"mI.sIN"	"mI.sIN"	1	2	2	"10"	100.0166	1	0	0
"i"	71	1	"02a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	104.19	1	0	0
"know"	163	1	"02a"	"VBP"	"n5"	"n5"	"n5"	"n5"	0	1	1	"1"	104.2601	1	0	0
"my"	183	1	"02a"	"PRP$"	"m2"	"m2"	"m2"	"m2"	0	1	1	"1"	105.1263	1	0	0
"sometimes"	908	1	"02a"	"RB"	"sVmt2mz"	"sVmt2ms"	"sVm.t2mz"	"sVm.t2ms"	1	2	2	"01"	105.9057	1	0	0
"i"	97	1	"02a"	"PRP"	"2"	"E"	"2"	"E"	0	1	1	"1"	107.13	1	0	0
"mean"	76	1	"02a"	"VBP"	"min"	"mH"	"min"	"mH"	0	1	1	"1"	107.2265	1	0	0
"we've"	137	1	"02a"	"PRP_VBP"	"wiv"	"wiv"	"wiv"	"wiv"	0	1	1	"1"	107.3557	1	0	0
"taken"	303	1	"02a"	"VBN"	"t1kVn"	"t1kIn"	"t1.kVn"	"t1.kIn"	0	2	2	"10"	107.4916	1	0	0
"joey"	212	1	"02a"	"NN"	"_5i"	"_5i"	"_5.i"	"_5.i"	0	2	2	"10"	107.7916	1	0	0
"out"	101	1	"02a"	"IN"	"6t"	"6Y"	"6t"	"6Y"	0	1	1	"1"	108.0016	1	0	0
"to"	104	1	"02a"	"TO"	"tu"	"tV"	"tu"	"tV"	0	1	1	"1"	108.1017	1	0	0
"the"	59	1	"02a"	"DT"	"Di"	"T"	"Di"	"T"	0	1	1	"0"	108.2043	1	0	0
"cemetery"	479	1	"02a"	"NN"	"sEmItEri"	"sEmItEri"	"sE.mI.tE.ri"	"sE.mI.tE.ri"	0	4	4	"1020"	108.2625	1	0	0
"a"	46	1	"02a"	"DT"	"1"	"1"	"1"	"1"	0	1	1	"0"	108.7363	1	0	0
"few"	158	1	"02a"	"JJ"	"fju"	"fju"	"fju"	"fju"	0	1	1	"1"	108.7816	1	0	0
"times"	491	1	"02a"	"NNS"	"t2mz"	"t2ms"	"t2mz"	"t2ms"	0	1	1	"1"	108.9374	1	0	0
"to"	282	1	"02a"	"TO"	"tu"	"tV"	"tu"	"tV"	1	1	1	"1"	109.4264	1	0	0
"go"	221	1	"02a"	"VB"	"g5"	"g5"	"g5"	"g5"	0	1	1	"1"	110.3892	1	0	0
"to"	119	1	"02a"	"TO"	"tu"	"RV"	"tu"	"RV"	0	1	1	"1"	110.6091	1	0	0
"the"	77	1	"02a"	"DT"	"Di"	"RE"	"Di"	"RE"	0	1	1	"0"	110.7276	1	0	0
"gravesite"	440	1	"02a"	"NN"	"gr{vs2t"	"gr1vs2R"	"gr{v.s2t"	"gr1v.s2R"	0	2	2	"12"	110.8035	1	0	0
"of"	103	1	"02a"	"IN"	"Vv"	"Vv"	"Vv"	"Vv"	0	1	1	"1"	111.2394	1	0	0
"his"	140	1	"02a"	"PRP$"	"hIz"	"hIz"	"hIz"	"hIz"	0	1	1	"1"	111.3413	1	0	0
"father"	375	1	"02a"	"NN"	"fQD3"	"fQD3"	"fQ.D3"	"fQ.D3"	0	2	2	"10"	111.4801	1	0	0
"and"	168	1	"02a"	"CC"	"{nd"	"In"	"{nd"	"In"	0	1	1	"0"	111.8536	1	0	0
"he"	271	1	"02a"	"PRP"	"hi"	"hi"	"hi"	"hi"	0	1	1	"1"	112.0201	1	0	0
"says"	373	1	"02a"	"VBZ"	"s1z"	"sEs"	"s1z"	"sEs"	0	1	1	"1"	112.2901	1	0	0
"yknow"	178	1	"02a"	"PRP_VBP"	"jun5"	"j5"	"ju.n5"	"j5"	0	2	1	"?"	112.6626	1	0	0
"very"	312	1	"02a"	"RB"	"vEri"	"vErI"	"vE.ri"	"vE.rI"	0	2	2	"10"	112.8401	1	0	0
"often"	375	1	"02a"	"RB"	"QfVn"	"QfEn"	"Q.fVn"	"Q.fEn"	1	2	2	"10"	113.1501	1	0	0
"boy"	272	1	"02a"	"NN"	"b4"	"b4"	"b4"	"b4"	0	1	1	"1"	113.9592	1	0	0
"she"	196	1	"02a"	"PRP"	"Si"	"SI"	"Si"	"SI"	0	1	1	"1"	114.2301	1	0	0
"would"	135	1	"02a"	"MD"	"wUd"	"wUt"	"wUd"	"wUt"	0	1	1	"1"	114.4258	1	0	0
"really"	351	1	"02a"	"RB"	"rili"	"rIli"	"ri.li"	"rI.li"	0	2	2	"10"	114.5597	1	0	0
"liked"	248	1	"02a"	"VBN"	"l2kt"	"l2kt"	"l2kt"	"l2kt"	0	1	1	"1"	114.9081	1	0	0
"to"	82	1	"02a"	"TO"	"tu"	"tV"	"tu"	"tV"	0	1	1	"1"	115.1545	1	0	0
"have"	83	1	"02a"	"VB"	"h{v"	"Vv"	"h{v"	"Vv"	0	1	1	"1"	115.2355	1	0	0
"been"	243	1	"02a"	"VBN"	"bIn"	"bIn"	"bIn"	"bIn"	0	1	1	"1"	115.3177	1	0	0
"here"	317	1	"02a"	"RB"	"hIr"	"hir"	"hIr"	"hir"	1	1	1	"1"	115.5587	1	0	0
"and"	230	1	"02a"	"CC"	"{nd"	"Hd"	"{nd"	"Hd"	0	1	1	"0"	116.9526	1	0	0
"done"	251	1	"02a"	"VBN"	"dVn"	"Vn"	"dVn"	"Vn"	0	1	1	"1"	117.1817	1	0	0
"things"	431	1	"02a"	"NNS"	"TINz"	"tINs"	"TINz"	"tINs"	0	1	1	"1"	117.4319	1	0	0
"with"	159	1	"02a"	"IN"	"wIT"	"wVD"	"wIT"	"wVD"	0	1	1	"1"	117.8613	1	0	0
"him"	232	1	"02a"	"PRP"	"hIm"	"hIm"	"hIm"	"hIm"	1	1	1	"1"	118.019	1	0	0
"he's"	196	1	"02a"	"PRP_VBZ"	"hiz"	"hIz"	"hiz"	"hIz"	0	1	1	"1"	122.6044	1	0	0
"an"	75	1	"02a"	"DT"	"{n"	"H"	"{n"	"H"	0	1	1	"1"	122.7987	1	0	0
"aeronautical"	610	1	"02a"	"JJ"	"ErVnQtIkP"	"ErVnQtIkP"	"E.rV.nQ.tI.kP"	"E.rV.nQ.tI.kP"	0	5	5	"20100"	122.8728	1	0	0
"engineer"	700	1	"02a"	"NN"	"En_InIr"	"En_Inir"	"En._I.nIr"	"En._I.nir"	1	3	3	"101"	123.478	1	0	0
"um"	289	1	"02a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	1	1	1	"1"	126.5039	1	0	0
"he"	139	1	"02a"	"PRP"	"hi"	"hi"	"hi"	"hi"	0	1	1	"1"	127.5034	1	0	0
"started"	416	1	"02a"	"VBD"	"stQrtVd"	"stQrRV"	"stQr.tVd"	"stQr.RV"	0	2	2	"10"	127.6423	1	0	0
"off"	269	1	"02a"	"RP"	"Qf"	"Qf"	"Qf"	"Qf"	0	1	1	"1"	128.0551	1	0	0
"here"	238	1	"02a"	"RB"	"hIr"	"hir"	"hIr"	"hir"	0	1	1	"1"	128.3226	1	0	0
"in"	138	1	"02a"	"IN"	"In"	"In"	"In"	"In"	0	1	1	"0"	128.5593	1	0	0
"columbus"	408	1	"02a"	"NN"	"k5lVmbVs"	"kVlVmbVs"	"k5.lVm.bVs"	"kV.lVm.bVs"	0	3	3	"010"	128.6955	1	0	0
"at"	51	1	"02a"	"IN"	"{t"	"E"	"{t"	"E"	0	1	1	"1"	129.0993	1	0	0
"janitrol"	565	1	"02a"	"NN"	"_{nVtrVl"	"_{nIJrP"	"_{.nV.trVl"	"_{.nIJ.rP"	0	3	3	"???"	129.1502	1	0	0
"they"	115	1	"02a"	"PRP"	"D1"	"D1"	"D1"	"D1"	0	1	1	"1"	129.7113	1	0	0
"went"	125	1	"02a"	"VBD"	"wEnt"	"wEn"	"wEnt"	"wEn"	0	1	1	"1"	129.8248	1	0	0
"out"	135	1	"02a"	"IN"	"6t"	"6R"	"6t"	"6R"	0	1	1	"1"	129.9477	1	0	0
"of"	50	1	"02a"	"IN"	"Vv"	"V"	"Vv"	"V"	0	1	1	"1"	130.0813	1	0	0
"business"	509	1	"02a"	"NN"	"bIznVs"	"bInIs"	"bIz.nVs"	"bI.nIs"	0	2	2	"10"	130.1313	1	0	0
"then"	155	1	"02a"	"RB"	"DEn"	"DEn"	"DEn"	"DEn"	0	1	1	"1"	130.6382	1	0	0
"he"	91	1	"02a"	"PRP"	"hi"	"i"	"hi"	"i"	0	1	1	"1"	130.7913	1	0	0
"went"	188	1	"02a"	"VBD"	"wEnt"	"wEnt"	"wEnt"	"wEnt"	0	1	1	"1"	130.8813	1	0	0
"to"	120	1	"02a"	"TO"	"tu"	"tV"	"tu"	"tV"	0	1	1	"1"	131.0665	1	0	0
"urbana"	551	1	"02a"	"NNP"	"3bQnV"	"3b{nQ"	"3.bQ.nV"	"3.b{.nQ"	1	3	3	"010"	131.1851	1	0	0
"for"	133	1	"02a"	"IN"	"f5r"	"f3"	"f5r"	"f3"	0	1	1	"1"	132.3371	1	0	0
"grimes"	364	1	"02a"	"NNS"	"gr2mz"	"gr2mz"	"gr2mz"	"gr2mz"	0	1	1	"1"	132.4687	1	0	0
"aerospace"	878	1	"02a"	"NN"	"Er5sp1s"	"ErVsp1s"	"E.r5s.p1s"	"E.rVs.p1s"	0	3	3	"102"	132.8301	1	0	0
"um"	300	1	"02a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	0	1	1	"1"	134.2796	1	0	0
"they"	210	1	"02a"	"PRP"	"D1"	"D1"	"D1"	"D1"	0	1	1	"1"	134.5787	1	0	0
"ended"	196	1	"02a"	"VBD"	"EndVd"	"EndIR"	"En.dVd"	"En.dIR"	0	2	2	"10"	134.7887	1	0	0
"up"	114	1	"02a"	"RP"	"Vp"	"Vp"	"Vp"	"Vp"	0	1	1	"1"	134.9822	1	0	0
"merging"	514	1	"02a"	"VBG"	"m3_IN"	"m3_IN"	"m3._IN"	"m3._IN"	0	2	2	"10"	135.0953	1	0	0
"in"	148	1	"02a"	"IN"	"In"	"In"	"In"	"In"	1	1	1	"0"	135.6072	1	0	0
"now"	156	1	"02a"	"RB"	"n6"	"n6"	"n6"	"n6"	0	1	1	"1"	136.9402	1	0	0
"there's"	472	1	"02a"	"EX_VBZ"	"DErz"	"DErs"	"DErz"	"DErs"	0	1	1	"1"	137.0954	1	0	0
"really"	236	1	"02a"	"RB"	"rili"	"rIli"	"ri.li"	"rI.li"	0	2	2	"10"	137.5656	1	0	0
"no"	187	1	"02a"	"DT"	"n5"	"n5"	"n5"	"n5"	0	1	1	"1"	137.799	1	0	0
"aerospace"	778	1	"02a"	"NN"	"Er5sp1s"	"Er5sp1s"	"E.r5s.p1s"	"E.r5s.p1s"	0	3	3	"102"	137.9851	1	0	0
"things"	424	1	"02a"	"NNS"	"TINz"	"TINs"	"TINz"	"TINs"	0	1	1	"1"	138.761	1	0	0
"in"	282	1	"02a"	"IN"	"In"	"En"	"In"	"En"	1	1	1	"0"	139.1835	1	0	0
"columbus"	516	1	"02a"	"NNP"	"k5lVmbVs"	"kVlVmbVs"	"k5.lVm.bVs"	"kV.lVm.bVs"	0	3	3	"010"	139.8311	1	0	0
"he's"	222	1	"02a"	"PRP_VBZ"	"hiz"	"hiz"	"hiz"	"hiz"	0	1	1	"1"	141.1856	1	0	0
"working"	253	1	"02a"	"VBG"	"w3kIN"	"w3kIN"	"w3.kIN"	"w3.kIN"	0	2	2	"10"	141.4056	1	0	0
"for"	211	1	"02a"	"IN"	"f5r"	"f3"	"f5r"	"f3"	1	1	1	"1"	141.6556	1	0	0
"in"	131	1	"02a"	"IN"	"In"	"Vn"	"In"	"Vn"	0	1	1	"0"	142.3269	1	0	0
"plane"	298	1	"02a"	"NN"	"pl1n"	"pl1n"	"pl1n"	"pl1n"	0	1	1	"1"	142.4573	1	0	0
"city"	382	1	"02a"	"NN"	"sIti"	"sIRi"	"sI.ti"	"sI.Ri"	0	2	2	"10"	142.7539	1	0	0
"which"	310	1	"02a"	"WDT"	"wIJ"	"wIJ"	"wIJ"	"wIJ"	0	1	1	"1"	143.1339	1	0	0
"is"	194	1	"02a"	"VBZ"	"Iz"	"Iz"	"Iz"	"Iz"	0	1	1	"1"	143.4423	1	0	0
"um"	251	1	"02a"	"UH"	"Vm"	"Vm"	"Vm"	"Vm"	1	1	1	"1"	143.6352	1	0	0
"uh"	281	1	"02a"	"UH"	"V"	"V"	"V"	"V"	1	1	1	"1"	144.6672	1	0	0
"kind"	391	1	"02a"	"NN"	"k2nd"	"k2V"	"k2nd"	"k2.V"	0	1	2	"??"	145.0989	1	0	0
"heating"	284	1	"02a"	"NN"	"hitIN"	"hiRIN"	"hi.tIN"	"hi.RIN"	0	2	2	"10"	145.4886	1	0	0
"and"	124	1	"02a"	"CC"	"{nd"	"In"	"{nd"	"In"	0	1	1	"0"	145.7694	1	0	0
"cooling"	570	1	"02a"	"VBG"	"kulIN"	"kulIN"	"ku.lIN"	"ku.lIN"	0	2	2	"10"	145.8925	1	0	0
"air"	241	1	"02a"	"NN"	"Er"	"Er"	"Er"	"Er"	0	1	1	"1"	146.4594	1	0	0
"conditioning"	461	1	"02a"	"NN"	"kVndISVnIN"	"kVnRISnIN"	"kVn.dI.SV.nIN"	"kVn.RI.SnIN"	0	4	3	"???"	146.6994	1	0	0
"systems"	747	1	"02a"	"NNS"	"sIstVmz"	"sIstVms"	"sI.stVmz"	"sI.stVms"	1	2	2	"10"	147.1545	1	0	0
"and"	357	1	"02a"	"CC"	"{nd"	"{nd"	"{nd"	"{nd"	0	1	1	"0"	148.352	1	0	0
"so"	134	1	"02a"	"RB"	"s5"	"sV"	"s5"	"sV"	0	1	1	"1"	148.7077	1	0	0
"he's"	160	1	"02a"	"PRP_VBZ"	"hiz"	"hiz"	"hiz"	"hiz"	0	1	1	"1"	148.841	1	0	0
"using"	232	1	"02a"	"VBG"	"juzIN"	"juzIN"	"ju.zIN"	"ju.zIN"	0	2	2	"10"	148.9985	1	0	0
"his"	126	1	"02a"	"PRP$"	"hIz"	"hIs"	"hIz"	"hIs"	0	1	1	"1"	149.2282	1	0	0
"airflow"	306	1	"02a"	"NN"	"Erfl5"	"Erfl5"	"Erf.l5"	"Erf.l5"	0	2	2	"10"	149.3522	1	0	0
"design"	544	1	"02a"	"NN"	"dIz2n"	"dIs2n"	"dI.z2n"	"dI.s2n"	1	2	2	"01"	149.6559	1	0	0
"not"	176	1	"02a"	"RB"	"nQt"	"nQ"	"nQt"	"nQ"	0	1	1	"1"	152.2852	1	0	0
"on"	158	1	"02a"	"IN"	"Qn"	"RQn"	"Qn"	"RQn"	0	1	1	"1"	152.4603	1	0	0
"airplanes"	459	1	"02a"	"NNS"	"Erpl1nz"	"Erpl1ns"	"Erp.l1nz"	"Erp.l1ns"	0	2	2	"10"	152.6174	1	0	0
"but"	160	1	"02a"	"CC"	"bVt"	"bER"	"bVt"	"bER"	0	1	1	"1"	153.0724	1	0	0
"on"	272	1	"02a"	"IN"	"Qn"	"Qn"	"Qn"	"Qn"	1	1	1	"1"	153.2303	1	0	0
"heating"	242	1	"02a"	"NN"	"hitIN"	"hiRIN"	"hi.tIN"	"hi.RIN"	0	2	2	"10"	153.6671	1	0	0
"and"	38	1	"02a"	"CC"	"{nd"	"H"	"{nd"	"H"	0	1	1	"0"	153.9062	1	0	0
"cooling"	317	1	"02a"	"NN"	"kulIN"	"kulIN"	"ku.lIN"	"ku.lIN"	0	2	2	"10"	153.9435	1	0	0
"systems"	709	1	"02a"	"NNS"	"sIstVmz"	"sIstVms"	"sI.stVmz"	"sI.stVms"	1	2	2	"10"	154.2589	1	0	0
"yes"	439	1	"02a"	"UH"	"jEs"	"jEs"	"jEs"	"jEs"	1	1	1	"1"	164.286	1	0	0
"there's"	276	1	"02a"	"EX_VBZ"	"DErz"	"DErz"	"DErz"	"DErz"	0	1	1	"1"	164.8438	1	0	0
"a"	42	1	"02a"	"DT"	"1"	"1"	"1"	"1"	0	1	1	"0"	165.1183	1	0	0
"huge"	253	1	"02a"	"JJ"	"hju_"	"hju_"	"hju_"	"hju_"	0	1	1	"1"	165.1596	1	0	0
"wind"	194	1	"02a"	"NN"	"wInd"	"wInd"	"wInd"	"wInd"	0	1	1	"1"	165.4096	1	0	0
"tunnel"	291	1	"02a"	"NN"	"tVnP"	"tVnP"	"tV.nP"	"tV.nP"	0	2	2	"10"	165.6007	1	0	0
"yeah"	357	1	"02a"	"UH"	"j{"	"j{V"	"j{"	"j{.V"	1	1	2	"??"	165.8896	1	0	0
"i"	193	1	"02a"	"PRP"	"2"	"2"	"2"	"2"	0	1	1	"1"	174.7977	1	0	0
"don't"	238	1	"02a"	"VBP_RB"	"d5nt"	"d5n"	"d5nt"	"d5n"	0	1	1	"1"	174.9905	1	0	0
"know"	181	1	"02a"	"VBP"	"n5"	"n5"	"n5"	"n5"	0	1	1	"1"	175.2277	1	0	0
"if"	112	1	"02a"	"IN"	"If"	"Vf"	"If"	"Vf"	0	1	1	"1"	175.4077	1	0	0
"it's"	216	1	"02a"	"PRP_VBZ"	"Its"	"Its"	"Its"	"Its"	0	1	1	"1"	175.5177	1	0	0
"where"	396	1	"02a"	"WRB"	"wEr"	"wEr"	"wEr"	"wEr"	0	1	1	"1"	175.7322	1	0	0
